Date,Close
1/5/2018 ,187.75
1/8/2018 ,188.48
1/9/2018 ,186.29
1/10/2018 ,185.42
1/11/2018 ,189.38
1/12/2018 ,191.84
1/16/2018 ,191.53
1/17/2018 ,192.29
1/18/2018 ,191.51
1/19/2018 ,192.29
1/22/2018 ,194.38
1/23/2018 ,193.42
1/24/2018 ,194.24
1/25/2018 ,197.95
1/26/2018 ,198.91
1/29/2018 ,198.32
1/30/2018 ,197.91
1/31/2018 ,194.87
2/1/2018 ,193.47
2/2/2018 ,190.99
2/5/2018 ,182.77
2/6/2018 ,185.01
2/7/2018 ,183.19
2/8/2018 ,178.61
2/9/2018 ,180.72
2/12/2018 ,181.06
2/13/2018 ,184.15
2/14/2018 ,187.35
2/15/2018 ,191.48
2/16/2018 ,191.56
2/20/2018 ,188.12
2/21/2018 ,185.75
2/22/2018 ,186.59
2/23/2018 ,189.81
2/26/2018 ,192.81
2/27/2018 ,190.1
2/28/2018 ,190.9
3/1/2018 ,189.03
3/2/2018 ,189.33
3/5/2018 ,191.48
3/6/2018 ,191.46
3/7/2018 ,187.36
3/8/2018 ,185.69
3/9/2018 ,188.58
3/12/2018 ,189.37
3/13/2018 ,187.46
3/14/2018 ,184.63
3/15/2018 ,185.51
3/16/2018 ,185.87
3/19/2018 ,184.15
3/20/2018 ,187.35
3/21/2018 ,186.07
3/22/2018 ,182.64
3/23/2018 ,180.84
3/26/2018 ,187.22
3/27/2018 ,183.15
3/28/2018 ,183.61
3/29/2018 ,188.43
4/2/2018 ,182.75
4/3/2018 ,182.61
4/4/2018 ,185.52
4/5/2018 ,186.25
4/6/2018 ,183.96
4/9/2018 ,184.41
4/10/2018 ,183.55
4/11/2018 ,184.65
4/12/2018 ,188.82
4/13/2018 ,188.91
4/16/2018 ,194.58
4/17/2018 ,196
4/18/2018 ,196.51
4/19/2018 ,195.07
4/20/2018 ,193.56
4/23/2018 ,193.35
4/24/2018 ,192.51
4/25/2018 ,193.97
4/26/2018 ,195.26
4/27/2018 ,196.58
4/30/2018 ,197.16
5/1/2018 ,196.55
5/2/2018 ,194
5/3/2018 ,193.01
5/4/2018 ,195.19
5/7/2018 ,193.06
5/8/2018 ,194.48
5/9/2018 ,196.04
5/10/2018 ,195.45
5/11/2018 ,195.76
5/14/2018 ,195.88
5/15/2018 ,195.48
5/16/2018 ,198.71
5/17/2018 ,199.6
5/18/2018 ,199.6
5/21/2018 ,199.62
5/22/2018 ,198.97
5/23/2018 ,198.14
5/24/2018 ,198.89
5/25/2018 ,198.36
5/29/2018 ,196.74
5/30/2018 ,199.64
5/31/2018 ,198.24
6/1/2018 ,197.13
6/4/2018 ,198.62
6/5/2018 ,197.84
6/6/2018 ,197.66
6/7/2018 ,202.57
6/8/2018 ,203.76
6/11/2018 ,204.5
6/12/2018 ,204.88
6/13/2018 ,204.11
6/14/2018 ,205.12
6/15/2018 ,207.32
6/18/2018 ,206.21
6/19/2018 ,207.53
6/20/2018 ,207.98
6/21/2018 ,209.96
6/22/2018 ,211.1
6/25/2018 ,211.75
6/26/2018 ,210.09
6/27/2018 ,210.03
6/28/2018 ,208.71
6/29/2018 ,208.98
7/2/2018 ,207.99
7/3/2018 13:00:00,207.12
7/5/2018 ,209.14
7/6/2018 ,209.62
7/9/2018 ,210.94
7/10/2018 ,211.7
7/11/2018 ,210.95
7/12/2018 ,214.02
7/13/2018 ,216.54
7/16/2018 ,214.85
7/17/2018 ,215
7/18/2018 ,214.97
7/19/2018 ,217.54
7/20/2018 ,218.69
7/23/2018 ,218.84
7/24/2018 ,218.58
7/25/2018 ,220.7
7/26/2018 ,221.72
7/27/2018 ,219.65
7/30/2018 ,219.11
7/31/2018 ,218.71
8/1/2018 ,217.13
8/2/2018 ,221.12
8/3/2018 ,222.03
8/6/2018 ,222.72
8/7/2018 ,223.86
8/8/2018 ,224.58
8/9/2018 ,218.24
8/10/2018 ,220.31
8/13/2018 ,219.56
8/14/2018 ,222
8/15/2018 ,221.67
8/16/2018 ,223.19
8/17/2018 ,225.68
8/20/2018 ,227.35
8/21/2018 ,228.54
8/22/2018 ,229.21
8/23/2018 ,229.51
8/24/2018 ,231.28
8/27/2018 ,230.03
8/28/2018 ,230.26
8/29/2018 ,230.19
8/30/2018 ,230.83
8/31/2018 ,233.13
9/4/2018 ,234.68
9/5/2018 ,235.61
9/6/2018 ,236.68
9/7/2018 ,241.46
9/10/2018 ,243.18
9/11/2018 ,244.21
9/12/2018 ,242.44
9/13/2018 ,241.27
9/14/2018 ,235.38
9/17/2018 ,232
9/18/2018 ,234.35
9/19/2018 ,233.85
9/20/2018 ,233.92
9/21/2018 ,234.76
9/24/2018 ,233.34
9/25/2018 ,232.93
9/26/2018 ,233.81
9/27/2018 ,234
9/28/2018 ,234.88
10/1/2018 ,234.65
10/2/2018 ,236.35
10/3/2018 ,233.2
10/4/2018 ,231.68
10/5/2018 ,218.82
10/8/2018 ,223.93
10/9/2018 ,224.17
10/10/2018 ,221.05
10/11/2018 ,221.82
10/12/2018 ,226.95
10/15/2018 ,224.51
10/16/2018 ,227.68
10/17/2018 ,228.49
10/18/2018 ,228.58
10/19/2018 ,229.67
10/22/2018 ,229.06
10/23/2018 ,228.75
10/24/2018 ,223.76
10/25/2018 ,226.4
10/26/2018 ,218.19
10/29/2018 ,222.42
10/30/2018 ,227.92
10/31/2018 ,228.63
11/1/2018 ,229.6
11/2/2018 ,230.16
11/5/2018 ,234.45
11/6/2018 ,236.71
11/7/2018 ,240.37
11/8/2018 ,238.7
11/9/2018 ,237.74
11/12/2018 ,234.48
11/13/2018 ,234.14
11/14/2018 ,233.31
11/15/2018 ,229.94
11/16/2018 ,231.02
11/19/2018 ,228.74
11/20/2018 ,219.31
11/21/2018 ,218.57
11/23/2018 13:00:00,220.06
11/26/2018 ,219.45
11/27/2018 ,223.01
11/28/2018 ,230.34
11/29/2018 ,231
11/30/2018 ,231.28
12/3/2018 ,232.08
12/4/2018 ,226.35
12/6/2018 ,233.2
12/7/2018 ,224.86
12/10/2018 ,222.66
12/11/2018 ,226.5
12/12/2018 ,227.8
12/13/2018 ,226.51
12/14/2018 ,207.06
12/17/2018 ,202.23
12/18/2018 ,202.99
12/19/2018 ,201.41
12/20/2018 ,197.13
12/21/2018 ,194.52
12/24/2018 13:00:00,189.99
12/26/2018 ,198.63
12/27/2018 ,201.08
12/28/2018 ,202.04
12/31/2018 ,203.71
1/2/2019 ,204.76
1/3/2019 ,200.42
1/4/2019 ,206.24
1/7/2019 ,207
1/8/2019 ,208.55
1/9/2019 ,209.9
1/10/2019 ,210.64
1/11/2019 ,210.51
1/14/2019 ,209
1/15/2019 ,211.03
1/16/2019 ,210.18
1/17/2019 ,211.46
1/18/2019 ,213.59
1/22/2019 ,212.4
1/23/2019 ,212.09
1/24/2019 ,210.31
1/25/2019 ,209.07
1/28/2019 ,210.77
1/29/2019 ,210.31
1/30/2019 ,211.35
1/31/2019 ,214.63
2/1/2019 ,210.27
2/4/2019 ,211.18
2/5/2019 ,211.61
2/6/2019 ,211.6
2/7/2019 ,209.05
2/8/2019 ,207.75
2/11/2019 ,208.72
2/12/2019 ,211.9
2/13/2019 ,212.8
2/14/2019 ,213.84
2/15/2019 ,216.47
2/19/2019 ,218.12
2/20/2019 ,217.11
2/21/2019 ,215.23
2/22/2019 ,216.29
2/25/2019 ,217.05
2/26/2019 ,217.61
2/27/2019 ,218.05
2/28/2019 ,218.74
3/1/2019 ,219.44
3/4/2019 ,218.41
3/5/2019 ,219.82
3/6/2019 ,219.23
3/7/2019 ,216.79
3/8/2019 ,227.82
3/11/2019 ,229.69
3/12/2019 ,232.96
3/13/2019 ,236.38
3/14/2019 ,233.84
3/15/2019 ,233.6
3/18/2019 ,236.59
3/19/2019 ,237.05
3/20/2019 ,236.98
3/21/2019 ,239.54
3/22/2019 ,237.56
3/25/2019 ,236.97
3/26/2019 ,239.07
3/27/2019 ,239.41
3/28/2019 ,241.22
3/29/2019 ,242.14
4/1/2019 ,244.19
4/2/2019 ,240.5
4/3/2019 ,242.48
4/4/2019 ,244.4
4/5/2019 ,245.87
4/8/2019 ,246.52
4/9/2019 ,244.91
4/10/2019 ,245.61
4/11/2019 ,241.24
4/12/2019 ,241.95
4/15/2019 ,246.33
4/16/2019 ,245.34
4/17/2019 ,245.56
4/18/2019 ,245.81
4/22/2019 ,243.42
4/23/2019 ,245.58
4/24/2019 ,247.96
4/25/2019 ,245.6
4/26/2019 ,243.82
4/29/2019 ,244.28
4/30/2019 ,245.53
5/1/2019 ,241.59
5/2/2019 ,242.69
5/3/2019 ,244.62
5/6/2019 ,244.23
5/7/2019 ,240.18
5/8/2019 ,241.34
5/9/2019 ,243.47
5/10/2019 ,247.02
5/13/2019 ,241.92
5/14/2019 ,242.73
5/15/2019 ,244.67
5/16/2019 ,247.44
5/17/2019 ,248.35
5/20/2019 ,248.9
5/21/2019 ,249.93
5/22/2019 ,249.51
5/23/2019 ,248.53
5/24/2019 ,247.3
5/28/2019 ,246.31
5/29/2019 ,240.69
5/30/2019 ,241.54
5/31/2019 ,239.58
6/3/2019 ,241.07
6/4/2019 ,245.61
6/5/2019 ,247.96
6/6/2019 ,251.21
6/7/2019 ,256.01
6/10/2019 ,256.85
6/11/2019 ,257.11
6/12/2019 ,257.23
6/13/2019 ,259.71
6/14/2019 ,260.15
6/17/2019 ,261.43
6/18/2019 ,262.74
6/19/2019 ,263.66
6/20/2019 ,267.35
6/21/2019 ,266.13
6/24/2019 ,266.77
6/25/2019 ,266.36
6/26/2019 ,264.41
6/27/2019 ,265.58
6/28/2019 ,264.26
7/1/2019 ,263.55
7/2/2019 ,265.47
7/3/2019 13:00:00,269.14
7/5/2019 ,268.25
7/8/2019 ,269.4
7/9/2019 ,269.97
7/10/2019 ,271.42
7/11/2019 ,276.54
7/12/2019 ,279.44
7/15/2019 ,280.58
7/16/2019 ,280.65
7/17/2019 ,281.56
7/18/2019 ,282.91
7/19/2019 ,281.51
7/22/2019 ,280.17
7/23/2019 ,280.1
7/24/2019 ,280.83
7/25/2019 ,279.8
7/26/2019 ,281.37
7/29/2019 ,280.13
7/30/2019 ,279.5
7/31/2019 ,275.63
8/1/2019 ,274.57
8/2/2019 ,272.5
8/5/2019 ,265.1
8/6/2019 ,269.31
8/7/2019 ,274.3
8/8/2019 ,274.8
8/9/2019 ,273.94
8/12/2019 ,271.31
8/13/2019 ,276.26
8/14/2019 ,268.15
8/15/2019 ,271.52
8/16/2019 ,274.1
8/19/2019 ,275.61
8/20/2019 ,272.97
8/21/2019 ,275.68
8/22/2019 ,279.92
8/23/2019 ,274.01
8/26/2019 ,278.46
8/27/2019 ,292.38
8/28/2019 ,294.49
8/29/2019 ,296.57
8/30/2019 ,294.76
9/3/2019 ,292.05
9/4/2019 ,296.12
9/5/2019 ,296.97
9/6/2019 ,303.76
9/9/2019 ,299
9/10/2019 ,297
9/11/2019 ,290.69
9/12/2019 ,289.89
9/13/2019 ,291.9
9/16/2019 ,288.69
9/17/2019 ,291.41
9/18/2019 ,292.43
9/19/2019 ,287.83
9/20/2019 ,286.36
9/23/2019 ,287.57
9/24/2019 ,287.91
9/25/2019 ,288.51
9/26/2019 ,288.26
9/27/2019 ,285.95
9/30/2019 ,288.11
10/1/2019 ,283.93
10/2/2019 ,285.11
10/3/2019 ,289
10/4/2019 ,291.67
10/7/2019 ,293.41
10/8/2019 ,291.89
10/9/2019 ,296.9
10/10/2019 ,297.14
10/11/2019 ,297.6
10/14/2019 ,297.52
10/15/2019 ,298.39
10/16/2019 ,298.78
10/17/2019 ,302.4
10/18/2019 ,302.86
10/21/2019 ,301.08
10/22/2019 ,299.97
10/23/2019 ,297.32
10/24/2019 ,297.05
10/25/2019 ,296.5
10/28/2019 ,298.94
10/29/2019 ,295.86
10/30/2019 ,299.84
10/31/2019 ,297.11
11/1/2019 ,296.09
11/4/2019 ,296.82
11/5/2019 ,299.18
11/6/2019 ,301.57
11/7/2019 ,305.21
11/8/2019 ,302.62
11/11/2019 ,300.84
11/12/2019 ,300.5
11/13/2019 ,302.9
11/14/2019 ,304.59
11/15/2019 ,303.66
11/18/2019 ,304.54
11/19/2019 ,302.24
11/20/2019 ,300.57
11/21/2019 ,300.27
11/22/2019 ,299.31
11/25/2019 ,299.05
11/26/2019 ,301.24
11/27/2019 ,300.76
11/29/2019 13:00:00,299.81
12/2/2019 ,297.39
12/3/2019 ,295.67
12/4/2019 ,296.52
12/5/2019 ,293.1
12/6/2019 ,294.95
12/9/2019 ,295.16
12/10/2019 ,295.78
12/11/2019 ,295.3
12/12/2019 ,297.34
12/13/2019 ,291.87
12/16/2019 ,293.5
12/17/2019 ,295.55
12/18/2019 ,291.87
12/19/2019 ,293.71
12/20/2019 ,294.83
12/23/2019 ,293.31
12/24/2019 13:00:00,294.23
12/26/2019 ,295.73
12/27/2019 ,294.11
12/30/2019 ,295.14
12/31/2019 ,293.92
1/2/2020 ,291.49
1/3/2020 ,291.73
1/6/2020 ,291.81
1/7/2020 ,291.35
1/8/2020 ,294.69
1/9/2020 ,299.42
1/10/2020 ,297.24
1/13/2020 ,299.87
1/14/2020 ,299.75
1/15/2020 ,300.82
1/16/2020 ,303.03
1/17/2020 ,304.68
1/21/2020 ,313.26
1/22/2020 ,311.89
1/23/2020 ,312.88
1/24/2020 ,310.51
1/27/2020 ,309.45
1/28/2020 ,310.85
1/29/2020 ,309.58
1/30/2020 ,309.47
1/31/2020 ,305.52
2/3/2020 ,302
2/4/2020 ,304.9
2/5/2020 ,308.95
2/6/2020 ,310.61
2/7/2020 ,313.63
2/10/2020 ,313.79
2/11/2020 ,310.68
2/12/2020 ,315.12
2/13/2020 ,318.2
2/14/2020 ,318.31
2/18/2020 ,322.05
2/19/2020 ,323.02
2/20/2020 ,324.08
2/21/2020 ,321.95
2/24/2020 ,313.62
2/25/2020 ,304.87
2/26/2020 ,305.69
2/27/2020 ,293.13
2/28/2020 ,281.14
3/2/2020 ,309.14
3/3/2020 ,302.73
3/4/2020 ,320.74
3/5/2020 ,315.76
3/6/2020 ,311.34
3/9/2020 ,301.98
3/10/2020 ,309.4
3/11/2020 ,297.43
3/12/2020 ,279.85
3/13/2020 ,302.27
3/16/2020 ,283.18
3/17/2020 ,306.99
3/18/2020 ,307.5
3/19/2020 ,305.22
3/20/2020 ,290.42
3/23/2020 ,285.53
3/24/2020 ,284.94
3/25/2020 ,280.86
3/26/2020 ,292.3
3/27/2020 ,284.33
3/30/2020 ,291.12
3/31/2020 ,285.13
4/1/2020 ,286.78
4/2/2020 ,291.48
4/3/2020 ,288.65
4/6/2020 ,305.12
4/7/2020 ,303.63
4/8/2020 ,305.97
4/9/2020 ,300.01
4/13/2020 ,299.62
4/14/2020 ,314.14
4/15/2020 ,310.27
4/16/2020 ,321.56
4/17/2020 ,317.92
4/20/2020 ,312.08
4/21/2020 ,301.33
4/22/2020 ,309.42
4/23/2020 ,305.4
4/24/2020 ,310.55
4/27/2020 ,308.78
4/28/2020 ,304.95
4/29/2020 ,307.09
4/30/2020 ,303
5/1/2020 ,301.92
5/4/2020 ,304.49
5/5/2020 ,307.92
5/6/2020 ,308.89
5/7/2020 ,305
5/8/2020 ,305.94
5/11/2020 ,310.33
5/12/2020 ,304.84
5/13/2020 ,302.14
5/14/2020 ,299.74
5/15/2020 ,299.21
5/18/2020 ,302.76
5/19/2020 ,304.63
5/20/2020 ,304.91
5/21/2020 ,301.97
5/22/2020 ,302.43
5/26/2020 ,304.8
5/27/2020 ,306.01
5/28/2020 ,309.56
5/29/2020 ,308.47
6/1/2020 ,308.29
6/2/2020 ,307.09
6/3/2020 ,306.64
6/4/2020 ,310.75
6/5/2020 ,312.04
6/8/2020 ,307.19
6/9/2020 ,305.55
6/10/2020 ,307.33
6/11/2020 ,300.83
6/12/2020 ,298.7
6/15/2020 ,297.18
6/16/2020 ,301.36
6/17/2020 ,299.61
6/18/2020 ,299.57
6/19/2020 ,299.9
6/22/2020 ,300.45
6/23/2020 ,301.29
6/24/2020 ,298.02
6/25/2020 ,300.53
6/26/2020 ,296.56
6/29/2020 ,301.59
6/30/2020 ,303.21
7/1/2020 ,304.75
7/2/2020 ,305.74
7/6/2020 ,311.49
7/7/2020 ,316.23
7/8/2020 ,316.32
7/9/2020 ,325.54
7/10/2020 ,326.23
7/13/2020 ,322.92
7/14/2020 ,328
7/15/2020 ,326.7
7/16/2020 ,326.27
7/17/2020 ,324.79
7/20/2020 ,326.51
7/21/2020 ,327.74
7/22/2020 ,328.3
7/23/2020 ,326.11
7/24/2020 ,325.78
7/27/2020 ,327.6
7/28/2020 ,327.57
7/29/2020 ,326.14
7/30/2020 ,324.82
7/31/2020 ,325.53
8/3/2020 ,329.32
8/4/2020 ,339.79
8/5/2020 ,339.97
8/6/2020 ,343.31
8/7/2020 ,340.91
8/10/2020 ,340
8/11/2020 ,332.43
8/12/2020 ,336.76
8/13/2020 ,335.7
8/14/2020 ,336.28
8/17/2020 ,339.96
8/18/2020 ,340.75
8/19/2020 ,340.9
8/20/2020 ,340.87
8/21/2020 ,344.61
8/24/2020 ,344.13
8/25/2020 ,344.71
8/26/2020 ,344.27
8/27/2020 ,346.36
8/28/2020 ,348.37
8/31/2020 ,347.66
9/1/2020 ,351.38
9/2/2020 ,358.86
9/3/2020 ,348.3
9/4/2020 ,346.57
9/8/2020 ,338.86
9/9/2020 ,346.43
9/10/2020 ,339.53
9/11/2020 ,339.13
9/14/2020 ,342.92
9/15/2020 ,343.91
9/16/2020 ,343.73
9/17/2020 ,338.88
9/18/2020 ,335.96
9/21/2020 ,339.57
9/22/2020 ,344.45
9/23/2020 ,344.63
9/24/2020 ,347
9/25/2020 ,342.58
9/28/2020 ,349.62
9/29/2020 ,352.14
9/30/2020 ,355
10/1/2020 ,358.46
10/2/2020 ,355.01
10/5/2020 ,358.58
10/6/2020 ,358.35
10/7/2020 ,363.02
10/8/2020 ,365.09
10/9/2020 ,369.46
10/12/2020 ,376.48
10/13/2020 ,380.68
10/14/2020 ,378.34
10/15/2020 ,376.58
10/16/2020 ,381.54
10/19/2020 ,375.56
10/20/2020 ,378.31
10/21/2020 ,377.82
10/22/2020 ,375.75
10/23/2020 ,374.6
10/26/2020 ,370.71
10/27/2020 ,372.72
10/28/2020 ,364.96
10/29/2020 ,364.86
10/30/2020 ,357.62
11/2/2020 ,364.39
11/3/2020 ,371.96
11/4/2020 ,376.17
11/5/2020 ,385.23
11/6/2020 ,385.66
11/9/2020 ,365
11/10/2020 ,366.62
11/11/2020 ,372.92
11/12/2020 ,375.71
11/13/2020 ,378.84
11/16/2020 ,379.79
11/17/2020 ,381.92
11/18/2020 ,382.23
11/19/2020 ,383.54
11/20/2020 ,381.12
11/23/2020 ,381.71
11/24/2020 ,384.22
11/25/2020 ,387.75
11/27/2020 13:00:00,388.39
11/30/2020 ,391.77
12/1/2020 ,387.56
12/2/2020 ,383.5
12/3/2020 ,374.05
12/4/2020 ,373.43
12/7/2020 ,373.33
12/8/2020 ,377.6
12/9/2020 ,374.29
12/10/2020 ,372.79
12/11/2020 ,375.1
12/14/2020 ,374.38
12/15/2020 ,371.88
12/16/2020 ,369.44
12/17/2020 ,370.29
12/18/2020 ,367
12/21/2020 ,364.97
12/22/2020 ,362.03
12/23/2020 ,361.89
12/24/2020 13:00:00,364.58
12/28/2020 ,371.06
12/29/2020 ,372.72
12/30/2020 ,374.45
12/31/2020 ,376.78
1/4/2021 ,380.15
1/5/2021 ,375.74
1/6/2021 ,370.02
1/7/2021 ,367.92
1/8/2021 ,369.94
1/11/2021 ,364.01
1/12/2021 ,364.2
1/13/2021 ,366.95
1/14/2021 ,362.35
1/15/2021 ,362.16
1/19/2021 ,354.47
1/20/2021 ,361.3
1/21/2021 ,362.8
1/22/2021 ,362.3
1/25/2021 ,361.88
1/26/2021 ,364.98
1/27/2021 ,356.39
1/28/2021 ,357.06
1/29/2021 ,352.43
2/1/2021 ,350.52
2/2/2021 ,355.58
2/3/2021 ,355.21
2/4/2021 ,355.85
2/5/2021 ,355.17
2/8/2021 ,359.83
2/9/2021 ,359.56
2/10/2021 ,356.12
2/11/2021 ,352.2
2/12/2021 ,352.75
2/16/2021 ,354
2/17/2021 ,358.04
2/18/2021 ,356.92
2/19/2021 ,354.77
2/22/2021 ,350.21
2/23/2021 ,342.15
2/24/2021 ,340.7
2/25/2021 ,333.9
2/26/2021 ,331
3/1/2021 ,331.77
3/2/2021 ,328.46
3/3/2021 ,323.92
3/4/2021 ,319.04
3/5/2021 ,317.32
3/8/2021 ,311.42
3/9/2021 ,318.78
3/10/2021 ,323.83
3/11/2021 ,328.65
3/12/2021 ,331.14
3/15/2021 ,330.51
3/16/2021 ,327.25
3/17/2021 ,329.19
3/18/2021 ,322.98
3/19/2021 ,328.91
3/22/2021 ,334.49
3/23/2021 ,340.34
3/24/2021 ,338.04
3/25/2021 ,346.34
3/26/2021 ,352.02
3/29/2021 ,356.15
3/30/2021 ,349.75
3/31/2021 ,352.48
4/1/2021 ,354.94
4/5/2021 ,360.82
4/6/2021 ,360.12
4/7/2021 ,358.81
4/8/2021 ,361.22
4/9/2021 ,363.21
4/12/2021 ,364.81
4/13/2021 ,365.21
4/14/2021 ,363.17
4/15/2021 ,368.8
4/16/2021 ,370.72
4/19/2021 ,369.55
4/20/2021 ,371.73
4/21/2021 ,374.09
4/22/2021 ,371.26
4/23/2021 ,373.28
4/26/2021 ,368.52
4/27/2021 ,370.21
4/28/2021 ,369.59
4/29/2021 ,373.54
4/30/2021 ,372.09
5/3/2021 ,379.32
5/4/2021 ,375.29
5/5/2021 ,372.5
5/6/2021 ,382.76
5/7/2021 ,384.32
5/10/2021 ,381.48
5/11/2021 ,378.18
5/12/2021 ,372.2
5/13/2021 ,379.53
5/14/2021 ,384.42
5/17/2021 ,383.96
5/18/2021 ,382.81
5/19/2021 ,379.66
5/20/2021 ,383.58
5/21/2021 ,380.72
5/24/2021 ,383.45
5/25/2021 ,385.38
5/26/2021 ,385.62
5/27/2021 ,387.5
5/28/2021 ,378.27
6/1/2021 ,378.23
6/2/2021 ,380.59
6/3/2021 ,383.87
6/4/2021 ,387.52
6/7/2021 ,380.4
6/8/2021 ,379.7
6/9/2021 ,379.96
6/10/2021 ,383.01
6/11/2021 ,381.83
6/14/2021 ,383.76
6/15/2021 ,383.91
6/16/2021 ,379.41
6/17/2021 ,384.75
6/18/2021 ,380.88
6/21/2021 ,386.8
6/22/2021 ,392.18
6/23/2021 ,391.97
6/24/2021 ,392.07
6/25/2021 ,394.51
6/28/2021 ,396.54
6/29/2021 ,398.79
6/30/2021 ,395.67
7/1/2021 ,394.53
7/2/2021 ,398.94
7/6/2021 ,398.86
7/7/2021 ,404.68
7/8/2021 ,407.15
7/9/2021 ,412.37
7/12/2021 ,407.88
7/13/2021 ,407.06
7/14/2021 ,409.95
7/15/2021 ,411.82
7/16/2021 ,410.37
7/19/2021 ,414.15
7/20/2021 ,416.24
7/21/2021 ,415.01
7/22/2021 ,417.54
7/23/2021 ,423.43
7/26/2021 ,423.23
7/27/2021 ,424.34
7/28/2021 ,422.22
7/29/2021 ,425.28
7/30/2021 ,429.72
8/2/2021 ,428.92
